ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Boxing Day,Boxing Day_lower,Boxing Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (observed),Christmas Day (observed)_lower,Christmas Day (observed)_upper,Good Friday,Good Friday_lower,Good Friday_upper,May Day,May Day_lower,May Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Spring Bank Holiday,Spring Bank Holiday_lower,Spring Bank Holiday_upper,Valentine's Day,Valentine's Day_lower,Valentine's Day_upper,additive_terms,additive_terms_lower,additive_terms_upper,biweekly,biweekly_lower,biweekly_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-01-01,598.9965080000001,-63.59878024226979,829.7714424157264,598.9965080000001,598.9965080000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205.87625799999998,-205.87625799999998,-205.87625799999998,0.0,0.0,0.0,0.0,0.0,0.0,-197.40823109465413,-197.40823109465413,-197.40823109465413,23.84996002498952,23.84996002498952,23.84996002498952,-205.87625799999998,-205.87625799999998,-205.87625799999998,-15.381933119643643,-15.381933119643643,-15.381933119643643,0.0,0.0,0.0,401.58827690534594
2016-01-02,599.6988394276094,296.4450387258934,1155.4480707077385,599.6988394276094,599.6988394276094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.91514961210449,127.91514961210449,127.91514961210449,56.78932030260083,56.78932030260083,56.78932030260083,0.0,0.0,0.0,71.12582930950364,71.12582930950364,71.12582930950364,0.0,0.0,0.0,727.6139890397139
2016-01-03,600.4011708552189,234.48643844133196,1085.7967279035838,600.4011708552189,600.4011708552189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.13031893749444,79.13031893749444,79.13031893749444,31.4792707016588,31.4792707016588,31.4792707016588,0.0,0.0,0.0,47.651048235835646,47.651048235835646,47.651048235835646,0.0,0.0,0.0,679.5314897927133
2016-01-04,601.1035022828283,122.99999060579661,979.4800782468899,601.1035022828283,601.1035022828283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.74892379242758,-66.74892379242758,-66.74892379242758,-45.64510057946614,-45.64510057946614,-45.64510057946614,0.0,0.0,0.0,-21.103823212961444,-21.103823212961444,-21.103823212961444,0.0,0.0,0.0,534.3545784904007
2016-01-05,601.8058337104377,134.7801485796973,1014.0068049071125,601.8058337104377,601.8058337104377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.85955768631471,-36.85955768631471,-36.85955768631471,-23.92917246784057,-23.92917246784057,-23.92917246784057,0.0,0.0,0.0,-12.930385218474145,-12.930385218474145,-12.930385218474145,0.0,0.0,0.0,564.946276024123
2016-01-06,602.5081651380472,61.74932637570107,951.4655056803218,602.5081651380472,602.5081651380472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.38918803410753,-97.38918803410753,-97.38918803410753,-75.87484867979073,-75.87484867979073,-75.87484867979073,0.0,0.0,0.0,-21.514339354316785,-21.514339354316785,-21.514339354316785,0.0,0.0,0.0,505.11897710393964
2016-01-07,603.2104965656566,76.67483937515834,949.4671623300745,603.2104965656566,603.2104965656566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.91016434028889,-84.91016434028889,-84.91016434028889,-37.06376770014892,-37.06376770014892,-37.06376770014892,0.0,0.0,0.0,-47.84639664013993,-47.84639664013993,-47.84639664013993,0.0,0.0,0.0,518.3003322253677
2016-01-08,603.912827993266,97.17817056483699,963.9785456298999,603.912827993266,603.912827993266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.99575938359602,-69.99575938359602,-69.99575938359602,-54.61382626410626,-54.61382626410626,-54.61382626410626,0.0,0.0,0.0,-15.381933119489766,-15.381933119489766,-15.381933119489766,0.0,0.0,0.0,533.91706860967
2016-01-09,604.6151594208754,340.437836568401,1177.0730521484013,604.6151594208754,604.6151594208754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.58816762562554,156.58816762562554,156.58816762562554,85.46233831626232,85.46233831626232,85.46233831626232,0.0,0.0,0.0,71.1258293093632,71.1258293093632,71.1258293093632,0.0,0.0,0.0,761.203327046501
2016-01-10,605.3174908484849,235.83519113303493,1161.3945732195018,605.3174908484849,605.3174908484849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.47387400553802,111.47387400553802,111.47387400553802,63.82282576986264,63.82282576986264,63.82282576986264,0.0,0.0,0.0,47.65104823567537,47.65104823567537,47.65104823567537,0.0,0.0,0.0,716.791364854023
