ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Boxing Day,Boxing Day_lower,Boxing Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (observed),Christmas Day (observed)_lower,Christmas Day (observed)_upper,Good Friday,Good Friday_lower,Good Friday_upper,May Day,May Day_lower,May Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Spring Bank Holiday,Spring Bank Holiday_lower,Spring Bank Holiday_upper,Valentine's Day,Valentine's Day_lower,Valentine's Day_upper,additive_terms,additive_terms_lower,additive_terms_upper,biweekly,biweekly_lower,biweekly_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-01-01,574.143312,52.12136889790145,662.0605296978463,574.143312,574.143312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-280.96416,-280.96416,-280.96416,0.0,0.0,0.0,0.0,0.0,0.0,-206.33840228978815,-206.33840228978815,-206.33840228978815,54.774208144321655,54.774208144321655,54.774208144321655,-280.96416,-280.96416,-280.96416,19.851549565890178,19.851549565890178,19.851549565890178,0.0,0.0,0.0,367.80490971021186
2016-01-02,573.4861273402062,354.344742398351,994.5789072264411,573.4861273402062,573.4861273402062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.81684034520349,116.81684034520349,116.81684034520349,54.68020346887888,54.68020346887888,54.68020346887888,0.0,0.0,0.0,62.13663687632464,62.13663687632464,62.13663687632464,0.0,0.0,0.0,690.3029676854096
2016-01-03,572.8289426804123,318.6135881695999,957.0420312577334,572.8289426804123,572.8289426804123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.51688841422481,67.51688841422481,67.51688841422481,30.10435607183503,30.10435607183503,30.10435607183503,0.0,0.0,0.0,37.41253234238977,37.41253234238977,37.41253234238977,0.0,0.0,0.0,640.3458310946371
2016-01-04,572.1717580206185,212.06136400994575,835.8923898481581,572.1717580206185,572.1717580206185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.95986470212304,-58.95986470212304,-58.95986470212304,-25.427185818149308,-25.427185818149308,-25.427185818149308,0.0,0.0,0.0,-33.532678883973745,-33.532678883973745,-33.532678883973745,0.0,0.0,0.0,513.2118933184955
2016-01-05,571.5145733608248,218.91187941833337,875.2376173862021,571.5145733608248,571.5145733608248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.775193246369298,-25.775193246369298,-25.775193246369298,-0.984582205791888,-0.984582205791888,-0.984582205791888,0.0,0.0,0.0,-24.79061104057741,-24.79061104057741,-24.79061104057741,0.0,0.0,0.0,545.7393801144555
2016-01-06,570.8573887010309,211.28665158241807,846.6353119665187,570.8573887010309,570.8573887010309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.354716699758576,-34.354716699758576,-34.354716699758576,-6.1413614876932305,-6.1413614876932305,-6.1413614876932305,0.0,0.0,0.0,-28.21335521206536,-28.21335521206536,-28.21335521206536,0.0,0.0,0.0,536.5026720012723
2016-01-07,570.2002040412372,218.96036961466785,837.3938115813455,570.2002040412372,570.2002040412372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.60124217613867,-37.60124217613867,-37.60124217613867,-4.73716852806856,-4.73716852806856,-4.73716852806856,0.0,0.0,0.0,-32.864073648070104,-32.864073648070104,-32.864073648070104,0.0,0.0,0.0,532.5989618650985
2016-01-08,569.5430193814433,241.23619808444553,887.2255293201649,569.5430193814433,569.5430193814433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.780440553602062,4.780440553602062,4.780440553602062,-15.071109012415477,-15.071109012415477,-15.071109012415477,0.0,0.0,0.0,19.851549566017543,19.851549566017543,19.851549566017543,0.0,0.0,0.0,574.3234599350453
2016-01-09,568.8858347216494,370.41549269469846,996.124654280215,568.8858347216494,568.8858347216494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.72970716001194,131.72970716001194,131.72970716001194,69.59307028372197,69.59307028372197,69.59307028372197,0.0,0.0,0.0,62.136636876289984,62.136636876289984,62.136636876289984,0.0,0.0,0.0,700.6155418816613
2016-01-10,568.2286500618557,333.1951248750606,959.1030224135527,568.2286500618557,568.2286500618557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.13324095511796,82.13324095511796,82.13324095511796,44.720708612849954,44.720708612849954,44.720708612849954,0.0,0.0,0.0,37.412532342268,37.412532342268,37.412532342268,0.0,0.0,0.0,650.3618910169736
2016-01-11,567.5714656051545,188.02541505000363,787.212636686645,567.5714656051545,567.5714656051545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.17085083385489,-75.17085083385489,-75.17085083385489,-41.63817194983988,-41.63817194983988,-41.63817194983988,0.0,0.0,0.0,-33.532678884014985,-33.532678884014985,-33.532678884014985,0.0,0.0,0.0,492.40061477129956
2016-01-12,566.9142811484531,169.85658728875123,822.5849670244445,566.9142811484531,566.9142811484531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.3872509160601,-73.3872509160601,-73.3872509160601,-48.59663987540205,-48.59663987540205,-48.59663987540205,0.0,0.0,0.0,-24.790611040658042,-24.790611040658042,-24.790611040658042,0.0,0.0,0.0,493.52703023239303
2016-01-13,566.2570966917519,166.1397913003341,790.7629801949732,566.2570966917519,566.2570966917519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.49870414847132,-78.49870414847132,-78.49870414847132,-50.28534893636533,-50.28534893636533,-50.28534893636533,0.0,0.0,0.0,-28.21335521210599,-28.21335521210599,-28.21335521210599,0.0,0.0,0.0,487.7583925432806
